review,sentiment_gt
iade ettim,Negatif
royal bilgi magazasindan aldigim not 11 pro ürünün imei klonlanmistir telefonunuz kayıt dısıdır kapanacaktir diye uyari mesajı geldi bu nasil olur n11 gibi guvenilir buyuk bir magazadan alışveriş yaptik su an magdur durumdayim magduriyetimin bir an once cozulmesi icin iletisime gectim umarim bu durum bir açıkliga kavusur?,Negatif
"büyük umutlarla almış olduğum cihaz tek kelimeyle fos çıktı. karşı tarafa sesim gitmiyor, hemen hemen herkes bundan şikayetçi. pili çok kısa sürede şarj oluyor, o kadar kısa sürede de bitiyor. cihazın isminde pro ibaresi var ama samsung a71 cihazım kat be kat iyiydi, zaten eskiye dönüş yaptım. bir de paralel ithalat sakın almayın, muhattap bulamazsınız. kısacası ürün tam bir hayal kırıklığı.",Negatif
kimse. almasın. sakın. 1gun. kullandım. yutlrt. dışı. cikti,Negatif
ürün bize eksik parçalı geldi,Negatif
şarj çizikler vardı. şarjda çizik vardı ekran üstünde koruyucu cilarin yokdu ekranda,Negatif
telefonumun arka bölümünde dikkatli baktığım zaman çizikler mevcut. henüz yeni aldığım telefonumu bir kez bile kılıfından çıkarmadan kullandım lakin dikkatli baktığımda arka kısmında oldukça fazla kılcal çizikler olduğunu farkettim ve çok şaşıırdım. birde ınstagram'da nedense video izlediğimde telim donıyor ekran yavaşlıyor. kaç.kere silip tekrar yükledim sorun düzelmedi özellikle çizikler beni çok şaşırttı. değiştirilmesini talep ediyorum,Negatif
"güncelleme sorunu telefon mıuı 13 sürüme sahip fakat ağa bağlanılamıyor gibi saçma sapan salakça bi sorunla karşı karşıya bırakıyor bizi... neden bu ürünü satıyorsun kardeşim anlamış değilim, almayın aldırmayın, beş para etmez...",Negatif
arkadaşlar sanırım cihaz yurt dışı güncelleme almıyor. bence alırken 2 kere düşünün bizim gibi madur olmayın,Negatif
güncelleme hatasi mi yazılım güncelleme hatasi veriyor güncelleme olmasına rağmen sunucu ağa bağlanamadi hatası veriyor ve buna çözüm üretmiyor satıcı mağaza,Negatif
tamamen hayal kırıklığı yıllardır iphone kullanan biri olarak yorumlara da bakarak aldım fakat kesinlikle iphone kullananların beğenemeyeceği bir telefon kamere berbat işlemci berbat kalitenin k si yok verdiğim paraya acıdım kısacası bana göre değil çocuğuma hediye oldu ben yine eski telefonuma devam,Negatif
redmi pro 11 aldım hafıza kartını taktığımda telefona telefon kendiliğinden kapanıyor telefondan hiç memnun kalmadım,Negatif
kargo çok geç geldi,Negatif
hanıma hediye almıştım 2 hafta kullandı sağ taraf bozuldu mağazaya yazdım cvp da vermedi elimde patladı,Negatif
bu kadarmı işiniz. kargo paramparça. paketleme sıfır. jilatin üstlerinden çıkmış. bu kadarmı müşterinizi önemsemiyorsunuz,Negatif
ürün beş para etmez sarj tutmuyor aldigima pisman oldum tavsiye etmem 3 kurus fazla verin daha iyisini alın,Negatif
ürünü almanızı pek tavsiye etmiyorum kablolu kulaklık alın daha iyi mikrofon ve şarj çok kötü denecek derecede aldım pişmanım,Negatif
plastik kalitesi çok kötü. bağlantısı sürekli kopuyor. kullanılmıyor.,Negatif
kulağa tam oturmuyor düşüyor sesi konuşma yaparken ve müzik dinlerken ses en kısıkta olmasına rağmen çok fazla çıkıyor şarj kablosu alır almaz dibinden kopma yaptı,Negatif
"ürün bence çok vasat. stereo özelliği yok, gızırtı var. net ses alamıyorsunuz. ucuz diye de bu cihaz alınmaz.",Negatif
ses kalitesi hiç memnun etmedi,Negatif
şarz aleti yok.,Negatif
ayıplı ürün kullanılmış ve hasarlı ürün gönderildi. iade de kabul edilmedi. hileli kargolama ile kandırıldım. not: satıcı n11,Negatif
kutuda şarj cihazı ve kulaklık yok!,Negatif
imail kaydı yok fatura gönderme yok mağzaya güvenim kalmadı n11 e ilettim inşallah sorunumu çözerler,Negatif
ürün iadesi hakkımı kullanamıyorum.n11 canlı destek ile görüştüm.herhangi bir sonuç elde edemedim.üründe iletişim hataları var.gerek sim kart gerekse wifi hatası var.memnun kalmadım,Negatif
telefonu alalı iki ay oldu telefonun hoparlörlerden ses gelmiyor,Negatif
fatura istedim göndermediler. gönderin dedim göndermediler,Negatif
"kutusu açılmış darbeli ürün değişimi yapılmadı! bu mağazadan yaklaşık 2 ay bir telefon aldım. ürün geldiğinde kutusu jelatinsizdi kutuyu açtım ve telefonun arkasının delinmiş ve çizik olduğunu gördüm. ürününü değişimini talep ettim. o sırada kur artışından dolayı telefonun fiyatı1,5 katına çıktı. muhtemelen bu nedenle mağaza beni günlerce oyaladı ve değişim yapamayacaklarını ürünün stoklarında kalmadığını söyledi. halbuki o sırada n11 de aynı ürünü satıyorlardı :) ücret iadesini kabul etmedim n11 e başvurdum fakat n11 de çözmedi!",Negatif
adaptör sorunlu geldi xiaomi redmi note 9 128 gb telefon aldım sizden ama şarj aletinin adaptörü çalışmıyor. yardımcı olur musunuz?,Negatif
güvenli bir firma değil,Negatif
urun sonradan paketlenmis kutu darbeli kullanilmis olablr memnun deglm tavsiye etmiyorummm,Negatif
asla beğenmedim geri yolla mayi düşünüyorum,Negatif
şebeke sorunu maalesef beğenmedim,Negatif
yalancı bunlar sakın almayın arkadaşlar sakın almayın ürün xiaomi türkiye garantili değildir.,Negatif
kullanılmış ürün!!! ürünü teslim aldığımda internet tarayıcısından kasım ayında bazı sitelere giriş yapıldığını farkettim ayrıca rehberde kayıtlı numaralar var kullanılmış ürünü sıfır ürün diyerek satabiliyorsanız buda sizin esnaflığınıza kalmış şüpheli durum söz konusu bunun için 1 yıldız asla bir daha alışveriş yapmam.,Negatif
olumsuz renk yanlış işaretlemişim ve düzeltilmesini istedim herhangi olumlu bir yaklaşım görmedim bu mağazadan ilk ama kesinlikle son olacak bir alışverişti benim için.,Negatif
mağazanın tavrı iğrençti,Negatif
"mağaza çok kötü iğrenç bir mağaza asla tavsiye etmiyorum , yurtiçi kargo yazıp daha adını bile duymadığım bir firmaya kargo veriyorlar iletişim zayıf asla tavsiye etmiyorum",Negatif
berbat kargo ürün yok ürün kayıp ilgilenen yok,Negatif
"şarz az gidiyor , iade talep ettim ama sim kart takıldığı için direk teknik servise göndereceksin diyorlar, sim kart takılmadan nasıl anlarız öyle bir teknoloji var mı? en azından değişim olabilirdi. şarz 24 saat anca gidiyor, netten çok alışveriş yaptım,ilk defa bu kadar olumsuz durum ile karşılaşıyorum. çözümü olumlu bulmadım.",Negatif
ürün iyi ama ezilmiş geldi ürün kulaklıl çıkışının üstü şişik olarak geldi mağaza ben bilmem teknik servise götürün diyor,Negatif
bozuk tlf çıktı bir ay oldu sorunumuz çözülmed hayırrf ürün arızalı çıkmasına rağmen hiç kullanmadık 1 ay oldu çözüm bulunamadı çok mağdur olduk,Negatif
"ilgisiz urun normal,magaza mesajlara gec cevap veriyor ve kisa kisa,kargoya gec verdi,burda yuksek magaza puani ama google da hicte oyle degilmis",Negatif
almayın sakın almayın bu telefon beş para etmez parasını haketmiyor hızlı şarj var diyorlar 5.6 saatte anca şarj oluyor telefon rehberi deki kayıtlı kişilerin ismi çıkmıyor şarj günü zor çıkartıyor,Negatif
fatura gelmedi ürün faturası göndermiyor kaç kez talep olusturduysam boş yanıt alıyorum,Negatif
buradan sakın almayın,Negatif
önermem ürünün kamerasında toz çıktı sanki yeniden paketlenmiş gibiydi. mağaza sıfır kapalı kutu diyor. almanızı önermmem başka mağazadan ya da 200 300 lira fazla verip görerek bilindik yerlerden almanızı öneririm.pişmanım,Negatif
iphone düşük özelikli ve pahalı. ekran fhd değil ram i düşük. bu düşük özelliklere göre fiyatı çok pahalı...11 bin liraya başka markalardan amiral gemisi alırsın. s21 alırsın daha iyi.,Negatif
mağazadan uzak durun!!! seçimlerinizi iyi yapın sonrasında hiç destek olmak istemiyorlar.,Negatif
stokçuluk yapan bir mağaza . tavsiye etmiyorum.,Negatif
5 para etmez firma,Negatif
şarj kablosu bozuk çıktı,Negatif
çok kötü en küçük bir sorun olduğunda kesinlikle sonuç odaklı bir cvp yok kesinlikle tercih etmeyin pişman olursunuz,Negatif
değişim ya da iade ürünün rengini değiştirmek istedim sadece,Negatif
"yavaş kargo, kötü paketleme gerçekten bu kadar özensiz paketleme görmedim. telefon kutusunu kocaman bir koli ile yanında destek (sünger, gazete kağıdı v.b) olmadan içinde sallana sallana göndermişler. kaç bin tl'lik ürünü bu kadar özensiz paketlemeleri hayal kırıklığı. ayrıca kargo da çok yavaştı, son kargo tarihine kadar beklediler elime ulaşması 1 haftaya yakın sürdü. tercih ederken bunları göz önüne alın.",Negatif
hatalı apple ürünü sattılar satıcı yüzünden ürünü kullanmak nasip olmadı. hatalı ürün gönderip iade almıyorlar.,Negatif
kargo yok kayboldu vs çok geç geldi bu firmayı tavsiye etmiyorum inanmadım,Negatif
n11 çok ilgisizsin nerde müşteri memnuniyeti,Negatif
"ürün kutudan arızalı çıktı, apple form verdi değişim için, firma değişimi ve iadeyi red ediyor, ürünü de geri göndermiyor,",Negatif
telefon ayıplı ürün çıktı,Negatif
satıcı yasal iade hakkını kullandırmadı,Negatif
"pişmanlık kesinlikle beğenmedim alıp riske atarım derseniz , unutun mağaza yüzünüze bile bakmayacak ürünü geri gönderdim kargodan almamışlar tekrar geldi",Negatif
parası ile rezil olmak isteyen buyursun ürünü kullanmadn iade etmek istedim ambalajı açıldığı için iade 14 günlük bana yasaların verdiği cayma hakkını kullandırmadılar.,Negatif
"açılmış ürün, cihazda parmak izleri vardı ürün iyi fakat mağaza tercihi çok yanlış oldu.",Negatif
kaba kargo için aradığımda sormayın diyip kapattı,Negatif
satıcı çok ilgisiz ürünü de çok geç kargoladı,Negatif
mağazanın istanbul şubesinde çalışan hanımefendiye sanırım maaş ödemiyorlar çünkü ancak bu kadar terbiyesiz olunabilir.kayseri şubesindeki beyefendiye teşekkürler,Negatif
ürün teslim edilmeden iade gitti ve henüz para iadesi yapılmadı,Negatif
telefonu açtım defolu çıktı,Negatif
hayır çünkü faturam kesilmiyor muhatap yok karşımızda,Negatif
sadece şarj kablosu gönderilmiştir yazık bu kadar paraya değmez böyle bir firmadan ve böyle bir siteden almak için,Negatif
tavsiye etmem aldıgım cihaz 7 gun sonra kronık ekran arızası verdı.mağazaya değişim/iade için talep te budum kabul etmediler serviste 1 haftalık 7 bın lıralık telefonu tamır edıp teslım ettıler,Negatif
tavsiye etmiyorum arızalı ve kullanılmış ürün gönderiyorlar,Negatif
sakin almayın kesinlikle almayın magdur olursunuz,Negatif
paket ezilmiş yamulmuş bu nasıl paketleme . faturasıda yok nıye fatura koymuyolar !!!!,Negatif
ürün geldi ama fatura ortalıkta yok verdikleri adresten de bişey çıkmadı,Negatif
sorumsuzluk yaptılar ürünü güzel paketlemişlerdi. ama aynı gün kargo işaretledim ve öbür gün geldi. bahane bulup göndermiyorlar ona dikkat edin.,Negatif
iphone 11 satıp da şarj aleti ve kulaklık hariç satmak garip değil mi? insanın aklına bile gelmiyor öyle bir şey olacağı o yüzden ben de bakmadım alırken. telefon geldi aksesuar yok,Negatif
hayır begenmedim,Negatif
aldığım ürün bozuk çıktı şu anda ıphone yetkili servisinde 4 gün oldu,Negatif
hayır ayıplı ürün satıyorlar ve ürünün arkasında durmuyorlar yaklaşık bir ay oldu ürünlerinin arkasında durmuyorlar sahip çıkmıyorlar oraya git burayı ara hiç yardımcı olmuyorlar tüketici bakanlığı ayıplı ürünü altı ay içinde iade edebilirsiniz diyor onu bile kabul etmiyorlar aldığım diğer xiami ürünün ikinci imeisi kopyalanmış çıktı bakalım onu ne yapacaklar,Negatif
"telefonu boşverin de 7500 bi ürün direk kargo poşetine atılıp da mı gönderilir sizde hiçmi insaf yok? insan bi kutuya koyar kırılmasın diye tedbir alır, kesinlikle berbat bi kargolama şekli ile gönderildi",Negatif
mağazaya bildirmeme rağmen fatura ve garanti belgesi gönderilmedi,Negatif
hayır berbat ürün ve mağaza,Negatif
"kesinlikle almayın mağazayı tavsiye etmiyorum. ürün sorunlu olmasına rağmen yardımcı olmadılar. ayıplı ürün satıyorlar, ürünün de arkasında durmuyorlar. alacaksanız bir daha düşünün derim.",Negatif
ürünün imei klonlanmıştı değişim talep ettim kabul edilmedi ilgisiz bir firma tüketici hakem heyetine gideceğim,Negatif
benle iletişeme geçmenizi rica ediyorum faturam hala yok 1 aya yakın zaman oldu sipariş edeli size bir kaç sefer yazdım geri dönüş olmadı adresinize gelmek zorunda bırakmayın beni,Negatif
ekran çözünürlüğü iyi değil,Negatif
hasarlı ürün gönderdiler servisten rapor alın değiştirelim dediler. servisten rapor aldık değişimi apple yapacak dediler. yalan dolan kelimelerle zaman kazandılar kendilerince. ama ahireti var bu işin. gönlüm çok rahat,Negatif
yazıklar olsun hayır beğenmedim,Negatif
"rezil firma, rezil ürün. rezil bir ürün gerek yok.",Negatif
çok rezil bir mağaza. hatalı fatura kesdiler hatalarını kabul etmiyorlar. n11.coma şikayet kaydı açtım umursamıyorlar. maliyeye şikayet edeceğim. en ufak bir problemde rezil olursunuz. uzak durun bu firmadan asla alışveriş yapmayın,Negatif
"urunu bildiginiz tek kat koruyucuya sarip yollamislar. kargocular futbol topu gibi oynamistir telefonla eminim. kahve koyacaginiza adam gibi paketleseydiniz. 7 milyarlik telefon aldik biz sizden 100 gram çerez degil. kesinlikle uzak durun, telefonunuzun kırık veya bozuk gelmesini goze aliyorsaniz buyrun hemen satin alin.",Negatif
ürün sorun yok ama şarj adaptörü arızalı ve ilgilenen olmadı.,Negatif
ayıplı ürün : ekranın orta iç kısmında lekeler vardı.ne servis ne de satıcı tarafından iade-değişim yapılmadı. sadece servis ekranını değiştirmeyi teklif etti. kabul etmedim. bu şekilde kullanmak zorunda kaldım.,Negatif
ambalajı açılan ürünü iade etmek mümkün değil!!,Negatif
sorumsuz mağaza,Negatif
fatura farklı geliyor,Negatif
hayır faturasız ürün,Negatif
ürün arızalı çıktı. yetkililerinden sözde müdürleri ishak bey ile görüştüğüm halde feriştahına şikayet edin deyip telefonu yüzümüze kapattı. bunca zamandır hiç böyle saygısız biriyle karşılaşmadım. boşuna dememişler eşeğe altın semer vursanda değişmez diye.,Negatif
kötü paketleme,Negatif
urunu bildiginiz tek kat koruyucuya sarip yollamislar.,Negatif
özensiz iş hayır beklediğim ğibi ğelmedi,Negatif
kargo kesinlikle berbat çok uğraştırdı. onun harici piyasa değeri 6900 ama stok kalmadığı için 7 bine almış oldum,Negatif
"bu ürünü alacaksanız aptek satıcısını tercih etmeyin,ekranı arızalı ürünü iade almadılar, müşteriye ilgi sıfır.",Negatif
ürünün sesinde cızırtı var bozuk diyip iade ettim bana geri gönderdiniz sizin bozuk ürünlerinizle uğraşmak zorunda değilim buna bu kadar para vermişim icindeki köpükler aynı şekilde değildi diye bunu bile bahane etmişsiniz bilgisayar güzel fakat buradan almayı düşünmeyin derim ses konusunda da dedikleri tek şey laptopun sesinin kısık olması sesinde ki cızır cızır sesi duyamayacak kadar sağırsınız galiba,Negatif
ürün 3. gün ekran kararttı. servise değişim talebiyle gönderdim. tamir edip değiştirdik diye kasa seri numarasını değiştirip göndermişler. monster pişmanlıktır. 3-5 bin daha fazla ödeyin başka marka alın! gerçek bir değişim olmazsa iade edip kurtulacağım. kargo yolunu ezberledik sayelerinde.,Negatif
dolabi açık unuttunuz ses gelmiyor açık sesi bugün en kötü buzdolabında bile var bunda yok,Negatif
berbat bir ürün gönderilmiş sıfır ürünün kapısı yamuk....,Negatif
siparisim tamamlandı gözüküyor ama teslim edilmedi,Negatif
kredi kartına taksit yaptım tek çekimde aldılar kredi karyın ekstra geldiği zaman haberim oldu şirkette bulundum biz dönüş yaparız dediler hale dönecek ler,Negatif
daha elime ulaşan bir ürün yok . teslim tarihini geçti. ürünü kuracak firmanın eline de daha gelmemiş. bakalım ne zaman gelecek,Negatif
ürün yok elime ulaşmayan ürünü nasıl puanlayım,Negatif
ürün bir aydır kargoda göründüğü için kendisini göremedik umarım iyidir.,Negatif
ürün ben aranmadan haber edilmeden teslim edildi yapılmış üstüne ürünü baska bir yere götürmüşler üstüne gelin alin diyorlar nee oluyor,Negatif
hayir begenmedim,Negatif
mağazanın ilgisi 0,Negatif
"rezalet, almayın hayır, tavsiye etmiyorum",Negatif
deterjan koyma kapağı çok sert açılıyor her an çekerken kırılabilir diye korkuyorum ve başlat düğmesi bir kaç defa bastığımda çalışıyor,Negatif
donuyor surekli izlenmiyor netflix,Negatif
rezalet kargo rezalet servis ürün hakkındaki görüşüm olumsuz. şöyle ki ne gönderdikleri kargo firması düzgün ne de servis. kesinlikle tavsiye etmem...,Negatif
tuner girişi yok yani çanak takamıyorsun. duvara askı için giriş yok duvara takamıyorsun,Negatif
ilk kullanımda bozuldu magduriyetimin giderilmesini istiyorum,Negatif
ürün adresime gelmedi,Negatif
ürünü göremeden otomatik onay verildi,Negatif
fantom ürününün plastiği bu kadar dandik olmaz.,Negatif
çok kötü asla beğenmedimmmm,Negatif
kalitesini çok düşürmüş fantom eski nesile göre hayır,Negatif
kesinlikle almayın anlatıldıgıgıbıdegil,Negatif
satıcı iletişim iyi kargo rezalet 1 ayı gecti ürün gelmedi gelmeyen ürünün parasını aldılar,Negatif
ürünüm teslim edilmedi satıcıya durumu aktardım ilgilenmeye calıştı ama aras kargo berbat teslim almadıgım kargonun mesai saatleri dışında ürünü teslim almıs goztermişler reziller kargoya teslim almadımı defalarca soyledim ama kargo yetkilileri ürünü ne yaptılar ise 1 aydan fazla zaman geçmesine ragmen teslim etmedi ihmali olana hakkımı helal etmiyorum almadıgım ürünün parasını aldılar,Negatif
hiç güzel değil. çok ses çıkarıyor. herşeyi plastik ve çok kalitesiz,Negatif
elime ulaşmadı alışveriş nasıl tamamlanıyor,Negatif
"uzak durun 2 adet sipariş verdim, 1 adet gönderdiler. bir hafta savaş verdim diğerini de göndermeleri için. mağazadan kesinlikle uzak durun. yoksa sinirleriniz fazlasıyla oynayacaktır.",Negatif
iade etmekle uğraşmak istemediğim için onay verdim ürünü almadan önce muhakkak mağazayla iletişime geçin ve sıfır ürün varmı diye sorun,Negatif
güvenmeyin iyice inceleyin,Negatif
beğenmedim. arkasından ufuruyor.basligi hiç oynamior oyuncak yani gırgır gibi,Negatif
ürün güzel ama faturasız olduğu için 1 yıldız verdim bu resmen vergi kaçırmak,Negatif
5 kuruş etmez kesinlikle,Negatif
paraniza yazik sakın almayın ben aldım 3 gün sonra bozuldu ne ilgi var ne alaka,Negatif
ilgisiz mağaza. faturayı yanlış kesmişler ve düzeltmiyorlar. sipariş verirken girmiş olduğunuz bilgiler doğrultusunda hareket edilmektedir diyorlar ama bir zahmet sipariş detayına baksalar hata yaptıklarını görecekler ama bakmaktan acizler. n11 kayıt oluşturdu konuyla ilgili. 11.11 de yaptığım alışveriş için 16 gündür düzeltme bekliyorum. olacak inşallah.,Negatif
rezilllll iş yerinde iadeleri almıyor ürünün servis ağıda berbat,Negatif
hayatta tavsiye etmiyorum bu aras ile çalışmayın sakın ürün getirmiyorlar mağzadan arıyorlar kargocuları savunuyorlar ne bu firmayı nede aras kargoyu tabsiye etmiyorum mağdur ettiler bizi,Negatif
ürün motor filtre yeri tam oturmuyor ve eksik parça lı geldi ama mağaza sahibi arayinca ilgilendi hemen,Negatif
ürünü beğenmedim gerçekten fişe taktık çalışmadı bile iade etmek istiyorum faydalı bulmadım çünkü çalışmıyor,Negatif
malzeme kalitesiz ürün malzeme kalitesi iyi değil.ertesi gün parçası kırıldı.,Negatif
aldığım ürün çalışırken motor bölümden yanık kokusu geliyor ilk kullanımdan sonra geçmesini bekledim ama hala devam ediyor değişim nasıl yapabilirim,Negatif
hatalı ürün temiz ürün olmasına ve kargoya dikkat etmelisiniz.,Negatif
urun kalitesi cok dusmus kac sefer alisveris yaptim kalitesiz urun,Negatif
cok kotu urun tavsiye etmem malzeme kaliteli degil,Negatif
ilgi alakas sıfır urun de sıkıntı cikti yok,Negatif
resimlerde musluk var fakat gelen urunun icinden cikmadi,Negatif
asla almayın istanbulda yetkili servisi yok her arızada izmire göndermeniz lazım 250 tl sadece kargo ücreti parça parası hariç. alalı 1 yıl olmadan 5 kez evimi su bastı sattıkları malın arkasında değiller. sürekli oyalama laf kalabalığı yapıp en son sorunu tüketiciye atıyorlar artık hakkımı tüketici haklarında arayacağım,Negatif
"ürün çok hızlı kargoya verildi geldi tamam hoş da bir cunta eksik göndermişsiniz, saatlerdir uğraşıyorum su kaçırıyor. gel de buna uygun cunta ara. bi işi de düzgün yapsak keşke ah ah.",Negatif
urun eksik geldi soylememize ragmen karsinizda adam bulamiyorsunuzzzzz eksik malzeme sakin alis veris yapmayinnnn,Negatif
lg membranlı ürün siparişi verdim.e mem membran göndermişler.kimseye de ulaşamıyorum.vakit kaybından başka bişey değil geri göndericem,Negatif
"beş para etmez ürün, ürün eksik ve hatalı çok kalitesiz.. .su simsiyah akıyor kullanamadım halen mağaza mesajları görüyor cevap vermiyor. uzak durun aman aman...",Negatif
farklı ürün geldi. mil marka istedik piksel geldi. ilan resimleri var. ürün miş gibi yazıp piksel satıyorlar. n11 de buna aracılık ediyor,Negatif
kargo tarafımıza teslim edilmeden iade süreci başlatılmış. lütfen satıcı bizimle iletişime geçebilir mi? kargo acentesini arıyoruz ulaşılamıyor,Negatif
kalite yok servis destek yok asla almayın madur olursunuz,Negatif
tavsiye etmiyorum bizim icin kötü bir deneyim oldu tavsiye etmiyorum.,Negatif
yeni alığımız üründe arıza sıkıntısı çıkarsa canımız sıkılır bende de tankı su bir türlü almadı ürünün kendi tesisat bağlantısında hata varmış whatsapp destek hattı farkedip yaptırdı tank yine su almadığı için ürünü göndermemi istediler gönderdim hala bakımda iade etmeye kendimi zor tutuyorum derdinii anlatacak karşınızda doğru düzgün muhattabınız yok hiç memnun değilim,Negatif
watsapp iletişim hattı ile ilgilenen yetkilinin daha yetkin olması gerekir,Negatif
ürün kalitesiz bir yıl olmadan tank patladı ilgili kişiler alakası olmayan filitre değişimi sebeb gösterib ilgilenmiyorlar uyduruk firma hiç kimseye tavsiye etmiyorum paranıza yazık,Negatif
ilk aldım atık su hortumunu damacanaya koydum 25lik damacana doldu aritilan su miktarı 1 lt anca israftan başka bişey değil sakın almayın su faturasindan çıkar bilginize,Negatif
ürün o kadar dandikki 3 ayda patladı çatladı ve müşteri hizmetlerine ulaşmak o kadar zor ki ulasdiginda da garantiye girmiyormus içindeki plastik malzemeler tüm malzemeler plastik zaten garanti yok ücretini verirseniz göndeririz diyorlar evim batti dolapların şişti hiç memnun değilim asla alırken tekrar tekrar düşünün garanti belgesini inceleyin ne demek istediğimi anlarsınız google şikayet yazın nasıl bir ürün olduğunu görürsünüz,Negatif
arkadaşlar aldım ürünü 5 günden beri kullanıyorum aklıma takıldı bi ph ölçeyim dedim aynı ürünü bi başka arkadaşım daha almıştı onunla kıyasladım onun 25-26 çıkıyor benim 83-84 çıkıyor maalesef.,Negatif
suyun tadı içiemicek kadar kötü muhatap yok iade yok karar sizin.,Negatif
meraba arkadaşlar ürünü montajını yaptım suyu açtığı da su kacırmaya başladı mebran kabı hortum baglantı yeri delik su kacırıyor magzayla görüştüm yerine yenisini gönderdiler keşke kontrol edip gönderseler insanın moreli bozuluyo,Negatif
rünün plastik kalitesi rezalet. iskelet leş. zaten arıtma sistemi değişiyor. çelik tank ve dış kasa için bu para verilmez...,Negatif
suyun tadı kokmaya başladı tüm filtreleri değiştirdim sanırım tankı da değiştirmem gerekiyor cihazı sıfırlamış olacaz,Negatif
urun beş para etmez,Negatif
urunu aldik 3 gun oldu baglatali fakat suyu ilk acinca tazikli geliyor 3 saniye sonra ip gibi inceliyor neden anlayamadik,Negatif
ürün kalitesi çok düşük herhangi bişey olduğunda servis ile ilgili muhatap yok ürünü alan kişi youtube de ki video ile başının çaresine bakması lazım,Negatif
ürünün ambalajı sağlamdı kurulumu yaparken mineral tüpünün başlığındaki ufacık parça kırık çıktı . bir arıtmacı bulup parçayı bulmaya çalışıyoruz..ayrıca sürat kargo ile gönderilen hiç bir ürün gelmiyor kendimiz gidip alıyoruz..,Negatif
ürünün kalitesi çok kötü alım yaildiktan sonra muhatap yok alan kendi başının çaresine bakar kırık gelmiş bozuk arzali gelmiş muhatap olacağın kimse bulamıyorsun 15 gün oldu halen kırık olan parça için muahatap yok,Negatif
hayatımda görebildiğim en kötü cihazıdır. yazılan yorumlar yıldızlar hepsi feyk. bir ay içinde 4 kez patlayıp evime su bastı iadesini yapıyorum 4 kez bana geri gönderdiler parasını geri vermemek için. şimdi ise mehkemeye vercem,Negatif
ürün çalıştığında verdiği su içinde partiküller vardı. firmayı yeniden aradım. bu durumun normal olduğunu filtrelerin kendisini yıkadığını ve 2-3 güne düzeleceğini söyledi. akabinde biz de içmeye devam ettik. ancak düzelmedi yeniden aradığımda ise ürünü ana merkeze gönderebileceğimi söylediler. ürünü gönderdim. iadenizi yapacağız ama iade talebiniz sistemden düşmüş tekrardan talepte bulunun sorun yok dediler. ertesi gün ürünü kargoya verip geri göndermişler. süreç hukuken devam ediyor,Negatif
bir daha düşünün!,Negatif
tavsiye etmiyorum!!,Negatif
"dürüst olmayan satıcı, ortalama ürun",Negatif
ürün kalitesiz firma ilgisiz,Negatif
hiç hoş gelmedi,Negatif
iyi degil hayir begenmedim,Negatif
hayal kırıklığı üründe contaya dair hiç birşey yok her yerinden su kaçırıyor iyice sıkmaya çalıştım plastik olduğu için çatladı,Negatif
berbat hayır cok kötü fotoğraf ekleyemedim,Negatif
hayır ürünü beğenmedim,Negatif
hayır hiç beğenmedim tavsiye etmiyorum,Negatif
cok kalitesiz cok kalitesiz bir aritma olmus,Negatif
kesinlikle tavsiye etmiyorum tank içi pas tutmuş durumda filitrelerden 6 içinde su kacırmaya başladı tankın vanası patlamış ve pas içinde,Negatif
ilgisiz satıcı begenmedim hayır beğenmedim başka ürün yollamışlar görseldekinden 3 defa aradım dönüş yapılacak dediler ama ilgilenen olmadı,Negatif
fiyasko ve fason ürün arkadaşlar yorumlara bakarak aldım 1 haftadır kurdum 30 tank su boşalttım saatlerce açık bırakdım ancak karboz tozu ve bulanıklık bir türlü geçmede normal musluktan gelen su daha berrak. ürünü kurmadan önce tüm filitreleri söylediği gibi yıkadım ancak işe yaramadı teknik destek almak istedik bağladılar birilerin durumu anlattık o da kem küm bişeyler anlattı ayrıca filitrelerin orjinal olduğunu kesinlikle düşünmüyorum.,Negatif
hiç beğenmedim üstelik 1 aydı bozuldu şimdi ısın yok garantiye falan yolla,Negatif
urunu begenmedim,Negatif
ben yandım siz yanmayın paranızı suyunuzu boşa akıtmayın beğenmedim. hele ki müşteri temsilcisi daha dün ne dediğini bilmiyor ses kayıtlarını açın diyorum yok açmayız deyip yalancı çıkarmaya çalışıyorlar,Negatif
iyi değil tavsiye etmiyorum fiyatına göre iyi bir ürün değil ayrıca magaza yardımcı olmuyor,Negatif
yetersiz bir çok yoruma puana bakarak aldım pompalı modelini. bağlantıyı kendimiz yapıyoruz da insan içine keten vs gibi şey koyar herkesin evinde bağlantıyı yaparken bunlardan yok direk de baglayamazsiniz su sizdirir bir dünya laylon keten sardım zar zor suyu durdurdum video bence cooook yeterisiz .,Negatif
bu fiyata bile pahali bir ürün herseyi ile plastik,Negatif
tavsiye etmiyorum ürünü satana kadar sizinle ilgileniyorlar yaklaşık 10 tane arıtma aldırttım arkadaşlarıma sorun cıktı arıza yaptı aradık bize döneceklerini söylediler kaç gündür aramıyorlar cevap vermiyorlar.bir daha hayatta mil su almam aldırtmam.ürünün altındada sorunlu parça ücretsiz değiştirilir yazıyor ama hikaye.,Negatif
"ürün bozuk ve kalitesiz. mağaza iletişimi sıfır, teknik destek ekipleri saygısız.",Negatif
kesinlikle pişman oldum aldığıma önce filtre çatlak sonra yeni filtre geldi arka borusu su sızdırıyor.. ucuz etin yahnisi yenmezmiş bununda test ettim,Negatif
